09477,Kulmbach,Landkreis
07336,Kusel,Landkreis
05315,Köln,Kreisfreie Stadt
07313,Landau in der Pfalz,Kreisfreie Stadt
08425,Landkreis Alb-Donau-Kreis,Landkreis
15081,Landkreis Altmarkkreis Salzwedel,Landkreis
08435,Landkreis Bodenseekreis,Landkreis
15084,Landkreis Burgenlandkreis,Landkreis
07333,Landkreis Donnersbergkreis,Landkreis
07232,Landkreis Eifelkreis Bitburg-Prüm,Landkreis
08236,Landkreis Enzkreis,Landkreis
14521,Landkreis Erzgebirgskreis,Landkreis
03358,Landkreis Heidekreis,Landkreis
06434,Landkreis Hochtaunuskreis,Landkreis
08126,Landkreis Hohenlohekreis,Landkreis
16070,Landkreis Ilm-Kreis,Landkreis
16065,Landkreis Kyffhäuserkreis,Landkreis
06532,Landkreis Lahn-Dill-Kreis,Landkreis
06435,Landkreis Main-Kinzig-Kreis,Landkreis
08128,Landkreis Main-Tauber-Kreis,Landkreis
06436,Landkreis Main-Taunus-Kreis,Landkreis
08225,Landkreis Neckar-Odenwald-Kreis,Landkreis
06437,Landkreis Odenwaldkreis,Landkreis
08317,Landkreis Ortenaukreis,Landkreis
08136,Landkreis Ostalbkreis,Landkreis
03241,Landkreis Region Hannover,Landkreis
10041,Landkreis Regionalverband Saarbrücken,Landkreis
08119,Landkreis Rems-Murr-Kreis,Landkreis
07140,Landkreis Rhein-Hunsrück-Kreis,Landkreis
07141,Landkreis Rhein-Lahn-Kreis,Landkreis
08226,Landkreis Rhein-Neckar-Kreis,Landkreis
07338,Landkreis Rhein-Pfalz-Kreis,Landkreis
06439,Landkreis Rheingau-Taunus-Kreis,Landkreis
16074,Landkreis Saale-Holzland-Kreis,Landkreis
16075,Landkreis Saale-Orla-Kreis,Landkreis
15088,Landkreis Saalekreis,Landkreis
10045,Landkreis Saarpfalz-Kreis,Landkreis
15089,Landkreis Salzlandkreis,Landkreis
06634,Landkreis Schwalm-Eder-Kreis,Landkreis
08326,Landkreis Schwarzwald-Baar-Kreis,Landkreis
16064,Landkreis Unstrut-Hainich-Kreis,Landkreis
06535,Landkreis Vogelsbergkreis,Landkreis
14523,Landkreis Vogtlandkreis,Landkreis
16063,Landkreis Wartburgkreis,Landkreis
06636,Landkreis Werra-Meißner-Kreis,Landkreis
07143,Landkreis Westerwaldkreis,Landkreis
06440,Landkreis Wetteraukreis,Landkreis
08417,Landkreis Zollernalbkreis,Landkreis
09181,Landsberg am Lech,Landkreis
09274,Landshut,Landkreis
09261,Landshut,Kreisfreie Stadt
03457,Leer,Landkreis
14713,Leipzig,Kreisfreie Stadt
14729,Leipzig,Landkreis
05316,Leverkusen,Kreisfreie Stadt
09478,Lichtenfels,Landkreis
06533,Limburg-Weilburg,Landkreis
09776,Lindau (Bodensee),Landkreis
05766,Lippe,Kreis
08118,Ludwigsburg,Landkreis
07314,Ludwigshafen am Rhein,Kreisfreie Stadt
13076,Ludwigslust-Parchim,Landkreis
08336,Lörrach,Landkreis
01003,Lübeck,Kreisfreie Stadt
03354,Lüchow-Dannenberg,Landkreis
03355,Lüneburg,Landkreis
15003,Magdeburg,Kreisfreie Stadt
09677,Main-Spessart,Landkreis
07315,Mainz,Kreisfreie Stadt
07339,Mainz-Bingen,Landkreis
08222,Mannheim,Stadtkreis
15087,Mansfeld-Südharz,Landkreis
06534,Marburg-Biedenkopf,Landkreis
07137,Mayen-Koblenz,Landkreis
13071,Mecklenburgische Seenplatte,Landkreis
14627,Meißen,Landkreis
09764,Memmingen,Kreisfreie Stadt
10042,Merzig-Wadern,Landkreis
05158,Mettmann,Kreis
09182,Miesbach,Landkreis
09676,Miltenberg,Landkreis
05770,Minden-Lübbecke,Kreis
14522,Mittelsachsen,Landkreis
12064,Märkisch-Oderland,Landkreis
05116,Mönchengladbach,Kreisfreie Stadt
09183,Mühldorf a. Inn,Landkreis
05117,Mülheim an der Ruhr,Kreisfreie Stadt
09184,München,Landkreis
09162,München,Kreisfreie Stadt
05515,Münster,Kreisfreie Stadt
09775,Neu-Ulm,Landkreis
09185,Neuburg-Schrobenhausen,Landkreis
09373,Neumarkt i.d. OPf.,Landkreis
01004,Neumünster,Kreisfreie Stadt
10043,Neunkirchen,Landkreis
09575,Neustadt a.d. Aisch-Bad Windsheim,Landkreis
09374,Neustadt a.d. Waldnaab,Landkreis
07316,Neustadt an der Weinstraße,Kreisfreie Stadt
07138,Neuwied,Landkreis
03256,Nienburg (Weser),Landkreis
01054,Nordfriesland,Kreis
16062,Nordhausen,Landkreis
14730,Nordsachsen,Landkreis
13074,Nordwestmecklenburg,Landkreis
03155,Northeim,Landkreis
09564,Nürnberg,Kreisfreie Stadt
09574,Nürnberger Land,Landkreis
09780,Oberallgäu,Landkreis
05119,Oberhausen,Kreisfreie Stadt
12065,Oberhavel,Landkreis
12066,Oberspreewald-Lausitz,Landkreis
12067,Oder-Spree,Landkreis
06438,Offenbach,Landkreis
06413,Offenbach am Main,Kreisfreie Stadt
03458,Oldenburg,Landkreis
03403,Oldenburg (Oldb),Kreisfreie Stadt
05966,Olpe,Kreis
03404,Osnabrück,Kreisfreie Stadt
03459,Osnabrück,Landkreis
09777,Ostallgäu,Landkreis
03356,Osterholz,Landkreis
01055,Ostholstein,Kreis
12068,Ostprignitz-Ruppin,Landkreis
05774,Paderborn,Kreis
09262,Passau,Kreisfreie Stadt
09275,Passau,Landkreis
03157,Peine,Landkreis
09186,Pfaffenhofen a.d. Ilm,Landkreis
08231,Pforzheim,Stadtkreis
01056,Pinneberg,Kreis
07317,Pirmasens,Kreisfreie Stadt
01057,Plön,Kreis
12054,Potsdam,Kreisfreie Stadt
12069,Potsdam-Mittelmark,Landkreis
12070,Prignitz,Landkreis
08216,Rastatt,Landkreis
08436,Ravensburg,Landkreis
05562,Recklinghausen,Kreis
09276,Regen,Landkreis
09375,Regensburg,Landkreis
09362,Regensburg,Kreisfreie Stadt
05120,Remscheid,Kreisfreie Stadt
01058,Rendsburg-Eckernförde,Kreis
08415,Reutlingen,Landkreis
09673,Rhön-Grabfeld,Landkreis
09187,Rosenheim,Landkreis
09163,Rosenheim,Kreisfreie Stadt
13072,Rostock,Landkreis
13003,Rostock,Kreisfreie Stadt
03357,Rotenburg (Wümme),Landkreis
09576,Roth,Landkreis
09277,Rottal-Inn,Landkreis
08325,Rottweil,Landkreis
16073,Saalfeld-Rudolstadt,Landkreis
10044,Saarlouis,Landkreis
03102,Salzgitter,Kreisfreie Stadt
03257,Schaumburg,Landkreis
01059,Schleswig-Flensburg,Kreis
16066,Schmalkalden-Meiningen,Landkreis
09565,Schwabach,Kreisfreie Stadt
09376,Schwandorf,Landkreis
09662,Schweinfurt,Kreisfreie Stadt
09678,Schweinfurt,Landkreis
13004,Schwerin,Kreisfreie Stadt
08127,Schwäbisch Hall,Landkreis
01060,Segeberg,Kreis
05970,Siegen-Wittgenstein,Kreis
08437,Sigmaringen,Landkreis
05974,Soest,Kreis
05122,Solingen,Kreisfreie Stadt
16072,Sonneberg,Landkreis
07318,Speyer,Kreisfreie Stadt
12071,Spree-Neiße,Landkreis
10046,St. Wendel,Landkreis
03359,Stade,Landkreis
09188,Starnberg,Landkreis
01061,Steinburg,Kreis
05566,Steinfurt,Kreis
15090,Stendal,Landkreis
01062,Stormarn,Kreis
09263,Straubing,Kreisfreie Stadt
09278,Straubing-Bogen,Landkreis
08111,Stuttgart,Stadtkreis
16054,Suhl,Kreisfreie Stadt
14628,Sächsische Schweiz-Osterzgebirge,Landkreis
16068,Sömmerda,Landkreis
07337,Südliche Weinstraße,Landkreis
07340,Südwestpfalz,Landkreis
12072,Teltow-Fläming,Landkreis
09377,Tirschenreuth,Landkreis
09189,Traunstein,Landkreis
07211,Trier,Kreisfreie Stadt
07235,Trier-Saarburg,Landkreis
08327,Tuttlingen,Landkreis
08416,Tübingen,Landkreis
12073,Uckermark,Landkreis
03360,Uelzen,Landkreis
08421,Ulm,Stadtkreis
05978,Unna,Kreis
09778,Unterallgäu,Landkreis
03361,Verden,Landkreis
05166,Viersen,Kreis
13075,Vorpommern-Greifswald,Landkreis
13073,Vorpommern-Rügen,Landkreis
07233,Vulkaneifel,Landkreis
06635,Waldeck-Frankenberg,Landkreis
08337,Waldshut,Landkreis
05570,Warendorf,Kreis
09363,Weiden i.d. OPf.,Kreisfreie Stadt
09190,Weilheim-Schongau,Landkreis
16055,Weimar,Kreisfreie Stadt
16071,Weimarer Land,Landkreis
09577,Weißenburg-Gunzenhausen,Landkreis
05170,Wesel,Kreis
03461,Wesermarsch,Landkreis
06414,Wiesbaden,Kreisfreie Stadt
03405,Wilhelmshaven,Kreisfreie Stadt
15091,Wittenberg,Landkreis
03462,Wittmund,Landkreis
03158,Wolfenbüttel,Landkreis
03103,Wolfsburg,Kreisfreie Stadt
07319,Worms,Kreisfreie Stadt
09479,Wunsiedel i. Fichtelgebirge,Landkreis
05124,Wuppertal,Kreisfreie Stadt
09663,Würzburg,Kreisfreie Stadt
09679,Würzburg,Landkreis
07320,Zweibrücken,Kreisfreie Stadt
14524,Zwickau,Landkreis
